title.Tournament,title.DateTime UTC,title.Team1,title.Team2,title.Winner,title.DateTime UTC__precision
FoC 2019 Spring Main Event,2019-04-30 17:48:00,DarkSpawn Gaming,EJBY Brotherhood,1,0
FoC 2019 Spring Main Event,2019-04-30 18:58:00,DarkSpawn Gaming,EJBY Brotherhood,1,0
FoC 2019 Spring Main Event,2019-04-30 19:32:00,NVision Esports,Phelan Gaming,1,0
FoC 2019 Spring Main Event,2019-04-30 20:41:00,Phelan Gaming,NVision Esports,1,0
FoC 2019 Spring Main Event,2019-04-30 21:33:00,NVision Esports,Phelan Gaming,2,0
BRCC 2019 Split 2 Promotion,2019-04-29 21:00:00,INTZ Academy,Operation Kino e-Sports,1,0
BRCC 2019 Split 2 Promotion,2019-04-29 22:00:00,Operation Kino e-Sports,INTZ Academy,1,0
BRCC 2019 Split 2 Promotion,2019-04-29 23:00:00,Operation Kino e-Sports,INTZ Academy,1,0
BRCC 2019 Split 2 Promotion,2019-04-30 00:00:00,INTZ Academy,Operation Kino e-Sports,1,0
ESLMP 2019 Spring,2019-04-29 15:35:00,Katastrofa Awionetki,Illuminar Gaming,2,0
ESLMP 2019 Spring,2019-04-29 16:29:00,Illuminar Gaming,Katastrofa Awionetki,1,0
ESLMP 2019 Spring,2019-04-29 17:36:00,PRIDE (Polish Team),Wisła Płock eSports,2,0
ESLMP 2019 Spring,2019-04-29 18:27:00,Wisła Płock eSports,PRIDE (Polish Team),1,0
BIG League Season 1 Playoffs,2019-04-28 01:24:00,University of California Irvine,Radiance,2,0
BIG League Season 1 Playoffs,2019-04-28 02:43:00,University of California Irvine,Radiance,2,0
BIG League Season 1 Playoffs,2019-04-28 04:15:00,Radiance,University of California Irvine,1,0
EM 2019 Spring Main Event,2019-04-28 13:45:00,Misfits Premier,SK Gaming Prime,1,0
EM 2019 Spring Main Event,2019-04-28 14:43:00,Misfits Premier,SK Gaming Prime,1,0
EM 2019 Spring Main Event,2019-04-28 15:36:00,Misfits Premier,SK Gaming Prime,1,0
LDL 2019 Spring,2019-04-28 05:16:00,Victorious Gaming,EDward Gaming Youth Team,2,0
LDL 2019 Spring,2019-04-28 06:09:00,EDward Gaming Youth Team,Victorious Gaming,1,0
LDL 2019 Spring,2019-04-28 07:08:00,Royal Club,Shu Dai Xiong Gaming,1,0
LDL 2019 Spring,2019-04-28 07:12:00,King of Future,Young Miracles,2,0
LDL 2019 Spring,2019-04-28 08:05:00,Shu Dai Xiong Gaming,Royal Club,1,0
LDL 2019 Spring,2019-04-28 08:08:00,King of Future,Young Miracles,2,0
LDL 2019 Spring,2019-04-28 09:00:00,Royal Club,Shu Dai Xiong Gaming,1,0
LDL 2019 Spring,2019-04-28 09:00:00,Scorpio Game,Bilibili Gaming Junior,1,0
LDL 2019 Spring,2019-04-28 09:06:00,SinoDragon Prince,Gama Dream,2,0
LDL 2019 Spring,2019-04-28 09:51:00,SinoDragon Prince,Gama Dream,1,0
LDL 2019 Spring,2019-04-28 10:41:00,Gama Dream,SinoDragon Prince,1,0
LDL 2019 Spring,2019-04-28 10:51:00,Bilibili Gaming Junior,Scorpio Game,2,0
VCS 2019 Summer Promotion,2019-04-28 03:51:00,FTV Esports,Adonis Esports,1,0
VCS 2019 Summer Promotion,2019-04-28 04:34:00,FTV Esports,Adonis Esports,2,0
VCS 2019 Summer Promotion,2019-04-28 05:17:00,FTV Esports,Adonis Esports,2,0
VCS 2019 Summer Promotion,2019-04-28 06:41:00,FTV Esports,Adonis Esports,1,0
VCS 2019 Summer Promotion,2019-04-28 07:09:00,FTV Esports,Adonis Esports,1,0
CBLOL 2019 Split 2 Promotion,2019-04-27 15:28:00,Vivo Keyd,Team oNe eSports,2,0
CBLOL 2019 Split 2 Promotion,2019-04-27 16:56:00,Vivo Keyd,Team oNe eSports,1,0
CBLOL 2019 Split 2 Promotion,2019-04-27 17:54:00,Vivo Keyd,Team oNe eSports,2,0
CBLOL 2019 Split 2 Promotion,2019-04-27 18:51:00,Team oNe eSports,Vivo Keyd,1,0
EM 2019 Spring Main Event,2019-04-27 13:20:00,Misfits Premier,MAD Lions E.C.,1,0
EM 2019 Spring Main Event,2019-04-27 14:33:00,Misfits Premier,MAD Lions E.C.,1,0
EM 2019 Spring Main Event,2019-04-27 15:20:00,Fnatic Rising,SK Gaming Prime,2,0
EM 2019 Spring Main Event,2019-04-27 16:32:00,Fnatic Rising,SK Gaming Prime,2,0
LDL 2019 Spring,2019-04-27 05:11:00,LinGan e-Sports,Vici Gaming Potential,1,0
LDL 2019 Spring,2019-04-27 05:57:00,Vici Gaming Potential,LinGan e-Sports,1,0
LDL 2019 Spring,2019-04-27 06:42:00,LinGan e-Sports,Vici Gaming Potential,1,0
LDL 2019 Spring,2019-04-27 07:08:00,Legend Esport Gaming,Joy Dream,2,0
LDL 2019 Spring,2019-04-27 07:42:00,V5 87,VP Game,1,0
LDL 2019 Spring,2019-04-27 07:50:00,Legend Esport Gaming,Joy Dream,2,0
LDL 2019 Spring,2019-04-27 08:30:00,VP Game,V5 87,2,0
LDL 2019 Spring,2019-04-27 11:47:00,Triumphant Song Gaming,Invictus Gaming Young,2,0
LDL 2019 Spring,2019-04-27 11:49:00,Oh My Dream,Unlimited Potential,1,0
LDL 2019 Spring,2019-04-27 12:32:00,Unlimited Potential,Oh My Dream,2,0
LDL 2019 Spring,2019-04-27 12:46:00,Triumphant Song Gaming,Invictus Gaming Young,2,0
LHE 2019 Opening Playoffs,2019-04-27 18:59:00,Dark Horse,Rebirth eSports,1,0
LHE 2019 Opening Playoffs,2019-04-27 20:02:00,Dark Horse,Rebirth eSports,1,0
LHE 2019 Opening Playoffs,2019-04-27 20:51:00,Rebirth eSports,Dark Horse,2,0
VCS 2019 Summer Promotion,2019-04-27 03:40:00,FTV Esports,Cherry Esports,1,0
VCS 2019 Summer Promotion,2019-04-27 04:35:00,FTV Esports,Cherry Esports,1,0
VCS 2019 Summer Promotion,2019-04-27 05:27:00,FTV Esports,Cherry Esports,2,0
VCS 2019 Summer Promotion,2019-04-27 06:22:00,Cherry Esports,FTV Esports,1,0
VCS 2019 Summer Promotion,2019-04-27 07:18:00,Cherry Esports,FTV Esports,2,0
VCS 2019 Summer Promotion,2019-04-27 08:30:00,QTV Gaming,Adonis Esports,2,0
VCS 2019 Summer Promotion,2019-04-27 09:57:00,Adonis Esports,QTV Gaming,2,0
VCS 2019 Summer Promotion,2019-04-27 10:54:00,QTV Gaming,Adonis Esports,2,0
VCS 2019 Summer Promotion,2019-04-27 11:37:00,QTV Gaming,Adonis Esports,1,0
VCS 2019 Summer Promotion,2019-04-27 12:51:00,QTV Gaming,Adonis Esports,1,0
LDL 2019 Spring,2019-04-26 03:12:00,Joy Dream,EDward Gaming Youth Team,2,0
LDL 2019 Spring,2019-04-26 04:09:00,EDward Gaming Youth Team,Joy Dream,2,0
LDL 2019 Spring,2019-04-26 05:09:00,Joy Dream,EDward Gaming Youth Team,1,0
LDL 2019 Spring,2019-04-26 06:38:00,Rogue Warriors Shark,Shu Dai Xiong Gaming,2,0
LDL 2019 Spring,2019-04-26 07:07:00,Snake WuDu,Young Miracles,2,0
LDL 2019 Spring,2019-04-26 07:30:00,Shu Dai Xiong Gaming,Rogue Warriors Shark,2,0
LDL 2019 Spring,2019-04-26 07:53:00,Snake WuDu,Young Miracles,1,0
LDL 2019 Spring,2019-04-26 08:20:00,Rogue Warriors Shark,Shu Dai Xiong Gaming,2,0
LDL 2019 Spring,2019-04-26 08:39:00,Snake WuDu,Young Miracles,2,0
LDL 2019 Spring,2019-04-26 09:29:00,Suning-S,Scorpio Game,1,0
LDL 2019 Spring,2019-04-26 09:45:00,FunPlus Phoenix Blaze,Gama Dream,1,0
LDL 2019 Spring,2019-04-26 10:20:00,Scorpio Game,Suning-S,1,0
LDL 2019 Spring,2019-04-26 10:46:00,Gama Dream,FunPlus Phoenix Blaze,2,0
LDL 2019 Spring,2019-04-26 11:24:00,Suning-S,Scorpio Game,2,0
LDL 2019 Spring,2019-04-26 12:23:00,Team WE Academy,Victorious Gaming,2,0
LDL 2019 Spring,2019-04-26 13:14:00,Team WE Academy,Victorious Gaming,2,0
VCS 2019 Summer Promotion,2019-04-26 03:30:00,FTV Esports,Adonis Esports,1,0
VCS 2019 Summer Promotion,2019-04-26 05:05:00,Adonis Esports,FTV Esports,1,0
VCS 2019 Summer Promotion,2019-04-26 05:42:00,FTV Esports,Adonis Esports,2,0
VCS 2019 Summer Promotion,2019-04-26 06:55:00,Adonis Esports,FTV Esports,1,0
VCS 2019 Summer Promotion,2019-04-26 08:21:00,Cherry Esports,QTV Gaming,2,0
VCS 2019 Summer Promotion,2019-04-26 09:09:00,Cherry Esports,QTV Gaming,1,0
VCS 2019 Summer Promotion,2019-04-26 10:02:00,QTV Gaming,Cherry Esports,1,0
VCS 2019 Summer Promotion,2019-04-26 10:54:00,QTV Gaming,Cherry Esports,1,0
ESL Dutch 2019 Summer,2019-04-25 16:36:00,mCon esports,Sector One Academy,2,0
ESL Dutch 2019 Summer,2019-04-25 17:36:00,Solwing Esports,Team Echo Zulu,2,0
ESL Dutch 2019 Summer,2019-04-25 18:38:00,New Dynasty,Team Animals,2,0
ESL Dutch 2019 Summer,2019-04-25 19:27:00,Defusekids,Sector One,1,0
LDL 2019 Spring,2019-04-25 05:13:00,LinGan e-Sports,EDward Gaming Youth Team,2,0
LDL 2019 Spring,2019-04-25 06:05:00,EDward Gaming Youth Team,LinGan e-Sports,2,0
LDL 2019 Spring,2019-04-25 06:57:00,LinGan e-Sports,EDward Gaming Youth Team,1,0
LDL 2019 Spring,2019-04-25 07:08:00,King of Future,Legend Esport Gaming,2,0
LDL 2019 Spring,2019-04-25 07:55:00,King of Future,Legend Esport Gaming,1,0
LDL 2019 Spring,2019-04-25 08:00:00,Royal Club,V5 87,1,0
LDL 2019 Spring,2019-04-25 08:46:00,Legend Esport Gaming,King of Future,1,0
LDL 2019 Spring,2019-04-25 08:51:00,V5 87,Royal Club,2,0
LDL 2019 Spring,2019-04-25 09:46:00,Unlimited Potential,SinoDragon Prince,1,0
LDL 2019 Spring,2019-04-25 09:55:00,Bilibili Gaming Junior,Triumphant Song Gaming,1,0
LDL 2019 Spring,2019-04-25 10:42:00,Unlimited Potential,SinoDragon Prince,2,0
LDL 2019 Spring,2019-04-25 10:48:00,Bilibili Gaming Junior,Triumphant Song Gaming,2,0
LDL 2019 Spring,2019-04-25 11:35:00,Unlimited Potential,SinoDragon Prince,1,0
LDL 2019 Spring,2019-04-25 11:37:00,Bilibili Gaming Junior,Triumphant Song Gaming,2,0
LDL 2019 Spring,2019-04-24 05:12:00,Joy Dream,Young Miracles,2,0
LDL 2019 Spring,2019-04-24 06:00:00,Joy Dream,Young Miracles,1,0
LDL 2019 Spring,2019-04-24 06:54:00,Joy Dream,Young Miracles,2,0
LDL 2019 Spring,2019-04-24 07:06:00,Invictus Gaming Young,Scorpio Game,1,0
LDL 2019 Spring,2019-04-24 08:00:00,Gama Dream,Oh My Dream,2,0
LDL 2019 Spring,2019-04-24 08:03:00,Scorpio Game,Invictus Gaming Young,1,0
LDL 2019 Spring,2019-04-24 08:47:00,Oh My Dream,Gama Dream,2,0
LDL 2019 Spring,2019-04-24 08:50:00,Invictus Gaming Young,Scorpio Game,1,0
LDL 2019 Spring,2019-04-24 09:47:00,Oh My Dream,Gama Dream,1,0
LDL 2019 Spring,2019-04-24 09:47:00,VP Game,Shu Dai Xiong Gaming,1,0
LDL 2019 Spring,2019-04-24 10:35:00,Shu Dai Xiong Gaming,VP Game,2,0
LDL 2019 Spring,2019-04-24 10:53:00,Victorious Gaming,Vici Gaming Potential,2,0
LDL 2019 Spring,2019-04-24 11:48:00,Vici Gaming Potential,Victorious Gaming,2,0
LDL 2019 Spring,2019-04-24 12:31:00,Victorious Gaming,Vici Gaming Potential,2,0
LDL 2019 Spring,2019-04-23 07:00:00,Suning-S,Triumphant Song Gaming,2,0
LDL 2019 Spring,2019-04-23 08:00:00,Suning-S,Triumphant Song Gaming,2,0
Polish Open 2019,2019-04-23 12:42:00,Illuminar Gaming,devils.one,1,0
Polish Open 2019,2019-04-23 13:48:00,devils.one,Illuminar Gaming,1,0
Polish Open 2019,2019-04-23 14:34:00,Illuminar Gaming,devils.one,1,0
Polish Open 2019,2019-04-23 15:32:00,Wisła Płock eSports,PRIDE (Polish Team),2,0
Polish Open 2019,2019-04-23 16:35:00,Wisła Płock eSports,PRIDE (Polish Team),2,0
Polish Open 2019,2019-04-23 17:25:00,PRIDE (Polish Team),Illuminar Gaming,1,0
Polish Open 2019,2019-04-23 18:23:00,Illuminar Gaming,PRIDE (Polish Team),2,0
LDL 2019 Spring,2019-04-22 05:10:00,V5 87,Rogue Warriors Shark,2,0
LDL 2019 Spring,2019-04-22 05:59:00,Rogue Warriors Shark,V5 87,1,0
LDL 2019 Spring,2019-04-22 07:08:00,Legend Esport Gaming,Snake WuDu,1,0
LDL 2019 Spring,2019-04-22 07:56:00,Snake WuDu,Legend Esport Gaming,2,0
LDL 2019 Spring,2019-04-22 09:02:00,Unlimited Potential,FunPlus Phoenix Blaze,2,0
LDL 2019 Spring,2019-04-22 09:07:00,Team WE Academy,LinGan e-Sports,2,0
LDL 2019 Spring,2019-04-22 09:49:00,FunPlus Phoenix Blaze,Unlimited Potential,2,0
LDL 2019 Spring,2019-04-22 10:04:00,LinGan e-Sports,Team WE Academy,2,0
LDL 2019 Spring,2019-04-22 10:44:00,Unlimited Potential,FunPlus Phoenix Blaze,1,0
LDL 2019 Spring,2019-04-22 11:01:00,LinGan e-Sports,Team WE Academy,1,0
Polish Open 2019,2019-04-22 11:38:00,Wisła Płock eSports,Avia Deceptor,1,0
Polish Open 2019,2019-04-22 12:34:00,Wisła Płock eSports,Avia Deceptor,1,0
Polish Open 2019,2019-04-22 13:22:00,Delta Five,devils.one,2,0
Polish Open 2019,2019-04-22 14:48:00,Delta Five,devils.one,2,0
Polish Open 2019,2019-04-22 15:46:00,Fluffy Tail,Illuminar Gaming,2,0
Polish Open 2019,2019-04-22 16:43:00,Illuminar Gaming,Fluffy Tail,2,0
Polish Open 2019,2019-04-22 17:28:00,Fluffy Tail,Illuminar Gaming,2,0
Polish Open 2019,2019-04-22 18:08:00,Enclave,PRIDE (Polish Team),2,0
Polish Open 2019,2019-04-22 18:53:00,PRIDE (Polish Team),Enclave,1,0
EM 2019 Spring Main Event,2019-04-21 15:29:00,Team-LDLC,SK Gaming Prime,2,0
EM 2019 Spring Main Event,2019-04-21 16:45:00,SK Gaming Prime,Team-LDLC,2,0
EM 2019 Spring Main Event,2019-04-21 17:46:00,Team-LDLC,SK Gaming Prime,2,0
EM 2019 Spring Main Event,2019-04-21 19:04:00,Fnatic Rising,Ventus Esports,2,0
EM 2019 Spring Main Event,2019-04-21 19:40:00,Ventus Esports,Fnatic Rising,2,0
EM 2019 Spring Main Event,2019-04-21 20:51:00,Fnatic Rising,Ventus Esports,1,0
LCK 2019 Summer Promotion,2019-04-21 06:08:00,Jin Air Green Wings,ES Sharks,1,0
LCK 2019 Summer Promotion,2019-04-21 08:52:00,ES Sharks,Jin Air Green Wings,2,0
LCK 2019 Summer Promotion,2019-04-21 10:05:00,Jin Air Green Wings,ES Sharks,2,0
LCK 2019 Summer Promotion,2019-04-21 11:14:00,Jin Air Green Wings,ES Sharks,1,0
LDL 2019 Spring,2019-04-21 03:11:00,Joy Dream,King of Future,1,0
LDL 2019 Spring,2019-04-21 04:07:00,King of Future,Joy Dream,1,0
LDL 2019 Spring,2019-04-21 04:55:00,Joy Dream,King of Future,2,0
LDL 2019 Spring,2019-04-21 05:59:00,Team WE Academy,Oh My Dream,1,0
LDL 2019 Spring,2019-04-21 06:43:00,Oh My Dream,Team WE Academy,2,0
LDL 2019 Spring,2019-04-21 07:46:00,Vici Gaming Potential,Bilibili Gaming Junior,2,0
LDL 2019 Spring,2019-04-21 07:47:00,Triumphant Song Gaming,Young Miracles,2,0
LDL 2019 Spring,2019-04-21 08:33:00,Bilibili Gaming Junior,Vici Gaming Potential,2,0
LDL 2019 Spring,2019-04-21 08:39:00,Young Miracles,Triumphant Song Gaming,2,0
LDL 2019 Spring,2019-04-21 09:23:00,Young Miracles,Triumphant Song Gaming,1,0
LDL 2019 Spring,2019-04-21 09:26:00,Vici Gaming Potential,Bilibili Gaming Junior,1,0
LDL 2019 Spring,2019-04-21 10:37:00,VP Game,SinoDragon Prince,2,0
LDL 2019 Spring,2019-04-21 10:39:00,Unlimited Potential,Gama Dream,1,0
LDL 2019 Spring,2019-04-21 11:28:00,VP Game,SinoDragon Prince,2,0
LDL 2019 Spring,2019-04-21 11:32:00,Gama Dream,Unlimited Potential,2,0
LPL 2019 Spring Playoffs,2019-04-21 08:13:00,Invictus Gaming,JD Gaming,1,0
LPL 2019 Spring Playoffs,2019-04-21 09:12:00,Invictus Gaming,JD Gaming,1,0
LPL 2019 Spring Playoffs,2019-04-21 10:11:00,JD Gaming,Invictus Gaming,2,0
LST 2019 Spring,2019-04-21 09:46:00,MEGA,Team Empire (Malaysian Team),1,0
LST 2019 Spring,2019-04-21 11:05:00,Team Empire (Malaysian Team),MEGA,2,0
LST 2019 Spring,2019-04-21 12:03:00,MEGA,Team Empire (Malaysian Team),1,0
BRCC 2019 Split 1 Playoffs,2019-04-20 15:50:00,paiN Gaming,Team oNe eSports,1,0
BRCC 2019 Split 1 Playoffs,2019-04-20 16:57:00,Team oNe eSports,paiN Gaming,2,0
BRCC 2019 Split 1 Playoffs,2019-04-20 17:55:00,paiN Gaming,Team oNe eSports,1,0
EM 2019 Spring Main Event,2019-04-20 15:38:00,Misfits Premier,Berlin International Gaming,1,0
EM 2019 Spring Main Event,2019-04-20 16:45:00,Misfits Premier,Berlin International Gaming,2,0
EM 2019 Spring Main Event,2019-04-20 17:36:00,Misfits Premier,Berlin International Gaming,1,0
EM 2019 Spring Main Event,2019-04-20 18:26:00,Splyce Vipers,MAD Lions E.C.,2,0
EM 2019 Spring Main Event,2019-04-20 19:21:00,MAD Lions E.C.,Splyce Vipers,1,0
LDL 2019 Spring,2019-04-20 03:12:00,Vici Gaming Potential,Royal Club,1,0
LDL 2019 Spring,2019-04-20 03:59:00,Royal Club,Vici Gaming Potential,2,0
LDL 2019 Spring,2019-04-20 05:06:00,LinGan e-Sports,Unlimited Potential,1,0
LDL 2019 Spring,2019-04-20 05:12:00,Suning-S,Invictus Gaming Young,2,0
LDL 2019 Spring,2019-04-20 05:51:00,LinGan e-Sports,Unlimited Potential,2,0
LDL 2019 Spring,2019-04-20 06:05:00,Suning-S,Invictus Gaming Young,1,0
LDL 2019 Spring,2019-04-20 06:39:00,Unlimited Potential,LinGan e-Sports,1,0
LDL 2019 Spring,2019-04-20 06:48:00,Suning-S,Invictus Gaming Young,1,0
LDL 2019 Spring,2019-04-20 07:42:00,Victorious Gaming,V5 87,2,0
LDL 2019 Spring,2019-04-20 07:43:00,VP Game,Rogue Warriors Shark,1,0
LDL 2019 Spring,2019-04-20 08:33:00,Rogue Warriors Shark,VP Game,1,0
LDL 2019 Spring,2019-04-20 08:39:00,V5 87,Victorious Gaming,1,0
LDL 2019 Spring,2019-04-20 09:17:00,VP Game,Rogue Warriors Shark,2,0
LDL 2019 Spring,2019-04-20 09:40:00,Shu Dai Xiong Gaming,Gama Dream,1,0
LDL 2019 Spring,2019-04-20 10:28:00,Snake WuDu,EDward Gaming Youth Team,1,0
LDL 2019 Spring,2019-04-20 10:32:00,Shu Dai Xiong Gaming,Gama Dream,1,0
LDL 2019 Spring,2019-04-20 11:23:00,EDward Gaming Youth Team,Snake WuDu,1,0
LDL 2019 Spring,2019-04-20 12:15:00,Snake WuDu,EDward Gaming Youth Team,2,0
LLA 2019 Opening Playoffs,2019-04-20 20:17:00,Isurus,Rainbow7,1,0
LLA 2019 Opening Playoffs,2019-04-20 21:29:00,Rainbow7,Isurus,1,0
LLA 2019 Opening Playoffs,2019-04-20 22:30:00,Rainbow7,Isurus,2,0
LLA 2019 Opening Playoffs,2019-04-20 23:30:00,Isurus,Rainbow7,1,0
LMS 2019 Spring Playoffs,2019-04-20 08:03:00,MAD Team,Flash Wolves,2,0
LMS 2019 Spring Playoffs,2019-04-20 09:52:00,Flash Wolves,MAD Team,1,0
LMS 2019 Spring Playoffs,2019-04-20 11:04:00,MAD Team,Flash Wolves,2,0
LST 2019 Spring,2019-04-20 08:14:00,MEGA,Capital Esports,1,0
LST 2019 Spring,2019-04-20 08:54:00,Capital Esports,MEGA,2,0
LST 2019 Spring,2019-04-20 09:54:00,Liyab Esports,Team Empire (Malaysian Team),2,0
LST 2019 Spring,2019-04-20 11:01:00,Team Empire (Malaysian Team),Liyab Esports,1,0
EM 2019 Spring Main Event,2019-04-19 15:27:00,Future Perfect WLGaming,Random 5,1,0
EM 2019 Spring Main Event,2019-04-19 16:26:00,Ventus Esports,Random 5,1,0
EM 2019 Spring Main Event,2019-04-19 17:16:00,Future Perfect WLGaming,Ventus Esports,2,0
LCK 2019 Summer Promotion,2019-04-19 05:57:00,ES Sharks,VSG (Korean Team),2,0
LCK 2019 Summer Promotion,2019-04-19 08:47:00,ES Sharks,VSG (Korean Team),1,0
LCK 2019 Summer Promotion,2019-04-19 09:36:00,ES Sharks,VSG (Korean Team),1,0
LCK 2019 Summer Promotion,2019-04-19 10:35:00,VSG (Korean Team),ES Sharks,1,0
LCK 2019 Summer Promotion,2019-04-19 11:20:00,ES Sharks,VSG (Korean Team),1,0
LDL 2019 Spring,2019-04-19 03:10:00,Joy Dream,SinoDragon Prince,1,0
LDL 2019 Spring,2019-04-19 04:07:00,SinoDragon Prince,Joy Dream,2,0
LDL 2019 Spring,2019-04-19 05:12:00,King of Future,Team WE Academy,1,0
LDL 2019 Spring,2019-04-19 06:01:00,Team WE Academy,King of Future,2,0
LDL 2019 Spring,2019-04-19 07:07:00,Young Miracles,Shu Dai Xiong Gaming,1,0
LDL 2019 Spring,2019-04-19 07:13:00,Oh My Dream,Rogue Warriors Shark,1,0
LDL 2019 Spring,2019-04-19 07:58:00,Shu Dai Xiong Gaming,Young Miracles,2,0
LDL 2019 Spring,2019-04-19 08:02:00,Rogue Warriors Shark,Oh My Dream,2,0
LDL 2019 Spring,2019-04-19 09:09:00,Gama Dream,Scorpio Game,1,0
LDL 2019 Spring,2019-04-19 09:20:00,Bilibili Gaming Junior,FunPlus Phoenix Blaze,1,0
LDL 2019 Spring,2019-04-19 10:05:00,Scorpio Game,Gama Dream,1,0
LDL 2019 Spring,2019-04-19 10:16:00,FunPlus Phoenix Blaze,Bilibili Gaming Junior,1,0
LDL 2019 Spring,2019-04-19 10:57:00,Gama Dream,Scorpio Game,2,0
LDL 2019 Spring,2019-04-19 11:04:00,Bilibili Gaming Junior,FunPlus Phoenix Blaze,1,0
EM 2019 Spring Main Event,2019-04-18 14:57:00,Fnatic Rising,AS Trenčín esports,1,0
EM 2019 Spring Main Event,2019-04-18 16:23:00,SK Gaming Prime,For The Win Esports,1,0
EM 2019 Spring Main Event,2019-04-18 17:08:00,Berlin International Gaming,Random 5,1,0
EM 2019 Spring Main Event,2019-04-18 18:21:00,eNsure,MAD Lions E.C.,2,0
EM 2019 Spring Main Event,2019-04-18 19:04:00,Rogue Esports Club,Misfits Premier,2,0
EM 2019 Spring Main Event,2019-04-18 19:51:00,Splyce Vipers,Campus Party Sparks,1,0
LCK 2019 Summer Promotion,2019-04-18 07:10:00,Jin Air Green Wings,KT Rolster,2,0
LCK 2019 Summer Promotion,2019-04-18 08:52:00,KT Rolster,Jin Air Green Wings,1,0
LCK 2019 Summer Promotion,2019-04-18 09:39:00,Jin Air Green Wings,KT Rolster,2,0
LDL 2019 Spring,2019-04-18 03:11:00,VP Game,Suning-S,1,0
LDL 2019 Spring,2019-04-18 04:00:00,Suning-S,VP Game,2,0
LDL 2019 Spring,2019-04-18 05:07:00,V5 87,Scorpio Game,1,0
LDL 2019 Spring,2019-04-18 05:15:00,Oh My Dream,Snake WuDu,2,0
LDL 2019 Spring,2019-04-18 05:47:00,Scorpio Game,V5 87,2,0
LDL 2019 Spring,2019-04-18 06:12:00,Snake WuDu,Oh My Dream,1,0
LDL 2019 Spring,2019-04-18 06:57:00,Young Miracles,LinGan e-Sports,1,0
LDL 2019 Spring,2019-04-18 07:20:00,Royal Club,Invictus Gaming Young,1,0
LDL 2019 Spring,2019-04-18 07:48:00,LinGan e-Sports,Young Miracles,2,0
LDL 2019 Spring,2019-04-18 08:09:00,Invictus Gaming Young,Royal Club,1,0
LDL 2019 Spring,2019-04-18 08:49:00,Victorious Gaming,Legend Esport Gaming,2,0
LDL 2019 Spring,2019-04-18 09:04:00,Royal Club,Invictus Gaming Young,2,0
LDL 2019 Spring,2019-04-18 09:33:00,Legend Esport Gaming,Victorious Gaming,1,0
LDL 2019 Spring,2019-04-18 10:00:00,EDward Gaming Youth Team,Vici Gaming Potential,2,0
LDL 2019 Spring,2019-04-18 10:49:00,Vici Gaming Potential,EDward Gaming Youth Team,1,0
LMF 2019 Opening Playoffs,2019-04-18 19:01:00,Cream Esports,Coliseo Dragons,2,0
LMF 2019 Opening Playoffs,2019-04-18 20:38:00,Cream Esports,Coliseo Dragons,1,0
LMF 2019 Opening Playoffs,2019-04-18 21:22:00,Cream Esports,Coliseo Dragons,1,0
LMF 2019 Opening Playoffs,2019-04-18 22:09:00,Cream Esports,Coliseo Dragons,1,0
EM 2019 Spring Main Event,2019-04-17 15:25:00,Fnatic Rising,Rogue Esports Club,1,0
EM 2019 Spring Main Event,2019-04-17 16:27:00,AS Trenčín esports,Misfits Premier,2,0
EM 2019 Spring Main Event,2019-04-17 17:25:00,Ventus Esports,Future Perfect WLGaming,1,0
EM 2019 Spring Main Event,2019-04-17 18:21:00,Defusekids,Team-LDLC,2,0
EM 2019 Spring Main Event,2019-04-17 19:10:00,Campus Party Sparks,SK Gaming Prime,2,0
EM 2019 Spring Main Event,2019-04-17 20:21:00,For The Win Esports,Splyce Vipers,2,0
LDL 2019 Spring,2019-04-17 03:18:00,FunPlus Phoenix Blaze,SinoDragon Prince,1,0
LDL 2019 Spring,2019-04-17 04:05:00,FunPlus Phoenix Blaze,SinoDragon Prince,1,0
LDL 2019 Spring,2019-04-17 05:10:00,EDward Gaming Youth Team,Team WE Academy,2,0
LDL 2019 Spring,2019-04-17 06:04:00,Team WE Academy,EDward Gaming Youth Team,1,0
LDL 2019 Spring,2019-04-17 07:07:00,Scorpio Game,LinGan e-Sports,2,0
LDL 2019 Spring,2019-04-17 07:14:00,Snake WuDu,King of Future,1,0
LDL 2019 Spring,2019-04-17 07:57:00,LinGan e-Sports,Scorpio Game,1,0
LDL 2019 Spring,2019-04-17 08:05:00,King of Future,Snake WuDu,1,0
LDL 2019 Spring,2019-04-17 09:08:00,Triumphant Song Gaming,V5 87,2,0
LDL 2019 Spring,2019-04-17 09:11:00,Snake WuDu,King of Future,1,0
LDL 2019 Spring,2019-04-17 10:05:00,V5 87,Triumphant Song Gaming,2,0
LDL 2019 Spring,2019-04-17 10:09:00,Bilibili Gaming Junior,Rogue Warriors Shark,2,0
LDL 2019 Spring,2019-04-17 10:54:00,V5 87,Triumphant Song Gaming,1,0
LDL 2019 Spring,2019-04-17 11:05:00,Rogue Warriors Shark,Bilibili Gaming Junior,1,0
LPL 2019 Spring Playoffs,2019-04-17 09:20:00,Topsports Gaming,FunPlus Phoenix,1,0
LPL 2019 Spring Playoffs,2019-04-17 10:12:00,Topsports Gaming,FunPlus Phoenix,2,0
LPL 2019 Spring Playoffs,2019-04-17 11:08:00,Topsports Gaming,FunPlus Phoenix,2,0
LPL 2019 Spring Playoffs,2019-04-17 11:58:00,Topsports Gaming,FunPlus Phoenix,2,0
