title.Tournament,title.DateTime UTC,title.Team1,title.Team2,title.Winner,title.DateTime UTC__precision
EM 2019 Spring Main Event,2019-04-16 15:01:00,Rogue Esports Club,AS Trenčín esports,1,0
EM 2019 Spring Main Event,2019-04-16 16:24:00,Campus Party Sparks,For The Win Esports,2,0
EM 2019 Spring Main Event,2019-04-16 17:10:00,Berlin International Gaming,Future Perfect WLGaming,1,0
EM 2019 Spring Main Event,2019-04-16 18:17:00,Ventus Esports,Random 5,2,0
EM 2019 Spring Main Event,2019-04-16 19:37:00,eNsure,Defusekids,2,0
EM 2019 Spring Main Event,2019-04-16 20:34:00,Team-LDLC,MAD Lions E.C.,2,0
LCK 2019 Summer Promotion,2019-04-16 07:01:00,KT Rolster,VSG (Korean Team),1,0
LCK 2019 Summer Promotion,2019-04-16 08:38:00,VSG (Korean Team),KT Rolster,2,0
LCK 2019 Summer Promotion,2019-04-16 09:35:00,Jin Air Green Wings,ES Sharks,1,0
LCK 2019 Summer Promotion,2019-04-16 11:40:00,ES Sharks,Jin Air Green Wings,2,0
EM 2019 Spring Main Event,2019-04-15 14:57:00,Random 5,Future Perfect WLGaming,2,0
EM 2019 Spring Main Event,2019-04-15 16:31:00,Ventus Esports,Berlin International Gaming,2,0
EM 2019 Spring Main Event,2019-04-15 17:23:00,Fnatic Rising,Misfits Premier,1,0
EM 2019 Spring Main Event,2019-04-15 18:29:00,SK Gaming Prime,Splyce Vipers,1,0
EM 2019 Spring Main Event,2019-04-15 19:24:00,MAD Lions E.C.,Defusekids,1,0
EM 2019 Spring Main Event,2019-04-15 20:26:00,Team-LDLC,eNsure,1,0
LTL 2019 Opening Playoffs,2019-04-15 00:12:00,OG Esports,Infinity Esports Costa Rica,2,0
DDH 2019 Opening Playoffs,2019-04-14 17:26:00,Anáhuac Esports,Cream Esports Mexico,2,0
DDH 2019 Opening Playoffs,2019-04-14 18:05:00,Cream Esports Mexico,Anáhuac Esports,1,0
DDH 2019 Opening Playoffs,2019-04-14 19:01:00,Anáhuac Esports,Cream Esports Mexico,2,0
LCL 2019 Spring Playoffs,2019-04-14 13:06:00,Elements Pro Gaming,Vega Squadron,2,0
LCL 2019 Spring Playoffs,2019-04-14 14:24:00,Elements Pro Gaming,Vega Squadron,1,0
LCL 2019 Spring Playoffs,2019-04-14 15:22:00,Vega Squadron,Elements Pro Gaming,1,0
LCL 2019 Spring Playoffs,2019-04-14 16:13:00,Elements Pro Gaming,Vega Squadron,2,0
LDL 2019 Spring,2019-04-14 03:00:00,Vici Gaming Potential,Team WE Academy,2,0
LDL 2019 Spring,2019-04-14 04:00:00,Team WE Academy,Vici Gaming Potential,1,0
LDL 2019 Spring,2019-04-14 05:00:00,EDward Gaming Youth Team,Young Miracles,2,0
LDL 2019 Spring,2019-04-14 06:00:00,Young Miracles,EDward Gaming Youth Team,1,0
LDL 2019 Spring,2019-04-14 07:00:00,Bilibili Gaming Junior,Victorious Gaming,1,0
LDL 2019 Spring,2019-04-14 07:00:00,Royal Club,Scorpio Game,2,0
LDL 2019 Spring,2019-04-14 08:00:00,Scorpio Game,Royal Club,1,0
LDL 2019 Spring,2019-04-14 08:00:00,Victorious Gaming,Bilibili Gaming Junior,2,0
LDL 2019 Spring,2019-04-14 09:00:00,King of Future,Gama Dream,1,0
LDL 2019 Spring,2019-04-14 09:00:00,Oh My Dream,Shu Dai Xiong Gaming,1,0
LDL 2019 Spring,2019-04-14 09:00:00,Shu Dai Xiong Gaming,Oh My Dream,2,0
LDL 2019 Spring,2019-04-14 10:00:00,King of Future,Gama Dream,2,0
LDL 2019 Spring,2019-04-14 11:00:00,King of Future,Gama Dream,1,0
LEC 2019 Spring Playoffs,2019-04-14 14:23:00,G2 Esports,Origen,1,0
LEC 2019 Spring Playoffs,2019-04-14 15:50:00,Origen,G2 Esports,2,0
LEC 2019 Spring Playoffs,2019-04-14 16:41:00,Origen,G2 Esports,2,0
LPL 2019 Spring Playoffs,2019-04-14 09:24:00,Topsports Gaming,Invictus Gaming,2,0
LPL 2019 Spring Playoffs,2019-04-14 10:17:00,Invictus Gaming,Topsports Gaming,1,0
LPL 2019 Spring Playoffs,2019-04-14 11:09:00,Topsports Gaming,Invictus Gaming,1,0
LPL 2019 Spring Playoffs,2019-04-14 12:21:00,Topsports Gaming,Invictus Gaming,2,0
LTL 2019 Opening Playoffs,2019-04-14 21:18:00,OG Esports,Infinity Esports Costa Rica,2,0
LTL 2019 Opening Playoffs,2019-04-14 21:53:00,Infinity Esports Costa Rica,OG Esports,1,0
CBLOL 2019 Split 1 Playoffs,2019-04-13 15:52:00,Flamengo Esports,INTZ,1,0
CBLOL 2019 Split 1 Playoffs,2019-04-13 16:46:00,Flamengo Esports,INTZ,2,0
CBLOL 2019 Split 1 Playoffs,2019-04-13 17:54:00,Flamengo Esports,INTZ,1,0
CBLOL 2019 Split 1 Playoffs,2019-04-13 19:11:00,Flamengo Esports,INTZ,2,0
CBLOL 2019 Split 1 Playoffs,2019-04-13 20:22:00,Flamengo Esports,INTZ,2,0
DDH 2019 Opening Playoffs,2019-04-13 14:53:00,MAD Lions E.C. Mexico,Anáhuac Esports,1,0
DDH 2019 Opening Playoffs,2019-04-13 16:20:00,Anáhuac Esports,MAD Lions E.C. Mexico,1,0
DDH 2019 Opening Playoffs,2019-04-13 17:25:00,MAD Lions E.C. Mexico,Anáhuac Esports,1,0
DDH 2019 Opening Playoffs,2019-04-13 18:14:00,Anáhuac Esports,MAD Lions E.C. Mexico,1,0
DDH 2019 Opening Playoffs,2019-04-13 19:25:00,MAD Lions E.C. Mexico,Anáhuac Esports,2,0
DDH 2019 Opening Playoffs,2019-04-13 20:53:00,XTEN Mexico,Cream Esports Mexico,2,0
DDH 2019 Opening Playoffs,2019-04-13 22:00:00,Cream Esports Mexico,XTEN Mexico,1,0
DDH 2019 Opening Playoffs,2019-04-13 22:57:00,XTEN Mexico,Cream Esports Mexico,2,0
GL 2019 Opening Playoffs,2019-04-13 17:14:00,MAD Lions E.C. Colombia,Loto Gaming,1,0
GL 2019 Opening Playoffs,2019-04-13 20:30:00,MAD Lions E.C. Colombia,Loto Gaming,1,0
GL 2019 Opening Playoffs,2019-04-13 21:35:00,MAD Lions E.C. Colombia,Loto Gaming,1,0
LCK 2019 Spring Playoffs,2019-04-13 06:36:00,Griffin (Korean Team),SK Telecom T1,2,0
LCK 2019 Spring Playoffs,2019-04-13 09:17:00,SK Telecom T1,Griffin (Korean Team),1,0
LCK 2019 Spring Playoffs,2019-04-13 10:12:00,Griffin (Korean Team),SK Telecom T1,2,0
LCS 2019 Spring Playoffs,2019-04-13 19:32:00,Team Liquid,TSM,2,0
LCS 2019 Spring Playoffs,2019-04-13 20:55:00,TSM,Team Liquid,1,0
LCS 2019 Spring Playoffs,2019-04-13 21:55:00,Team Liquid,TSM,1,0
LCS 2019 Spring Playoffs,2019-04-13 23:00:00,TSM,Team Liquid,2,0
LCS 2019 Spring Playoffs,2019-04-13 23:47:00,TSM,Team Liquid,2,0
LDL 2019 Spring,2019-04-13 05:00:00,Triumphant Song Gaming,VP Game,1,0
LDL 2019 Spring,2019-04-13 06:00:00,VP Game,Triumphant Song Gaming,1,0
LDL 2019 Spring,2019-04-13 07:00:00,Invictus Gaming Young,LinGan e-Sports,2,0
LDL 2019 Spring,2019-04-13 07:00:00,Triumphant Song Gaming,VP Game,1,0
LDL 2019 Spring,2019-04-13 07:00:00,Vici Gaming Potential,Legend Esport Gaming,1,0
LDL 2019 Spring,2019-04-13 08:00:00,Legend Esport Gaming,Vici Gaming Potential,2,0
LDL 2019 Spring,2019-04-13 08:00:00,LinGan e-Sports,Invictus Gaming Young,2,0
LDL 2019 Spring,2019-04-13 09:00:00,FunPlus Phoenix Blaze,V5 87,2,0
LDL 2019 Spring,2019-04-13 09:00:00,Invictus Gaming Young,LinGan e-Sports,2,0
LDL 2019 Spring,2019-04-13 09:00:00,Joy Dream,Unlimited Potential,2,0
LDL 2019 Spring,2019-04-13 09:00:00,Unlimited Potential,Joy Dream,1,0
LDL 2019 Spring,2019-04-13 10:00:00,V5 87,FunPlus Phoenix Blaze,1,0
LEC 2019 Spring Playoffs,2019-04-13 14:18:00,Origen,Fnatic,1,0
LEC 2019 Spring Playoffs,2019-04-13 15:45:00,Fnatic,Origen,2,0
LEC 2019 Spring Playoffs,2019-04-13 16:46:00,Fnatic,Origen,1,0
LEC 2019 Spring Playoffs,2019-04-13 17:37:00,Origen,Fnatic,1,0
LJL 2019 Spring Playoffs,2019-04-13 07:13:00,DetonatioN FocusMe,Unsold Stuff Gaming,1,0
LJL 2019 Spring Playoffs,2019-04-13 08:53:00,DetonatioN FocusMe,Unsold Stuff Gaming,1,0
LJL 2019 Spring Playoffs,2019-04-13 09:52:00,DetonatioN FocusMe,Unsold Stuff Gaming,1,0
LMS 2019 Spring Playoffs,2019-04-13 08:44:00,Flash Wolves,ahq eSports Club,1,0
LMS 2019 Spring Playoffs,2019-04-13 09:57:00,ahq eSports Club,Flash Wolves,2,0
LMS 2019 Spring Playoffs,2019-04-13 11:07:00,Flash Wolves,ahq eSports Club,2,0
LMS 2019 Spring Playoffs,2019-04-13 12:23:00,ahq eSports Club,Flash Wolves,1,0
LMS 2019 Spring Playoffs,2019-04-13 13:19:00,Flash Wolves,ahq eSports Club,1,0
LPL 2019 Spring Playoffs,2019-04-13 09:28:00,FunPlus Phoenix,JD Gaming,1,0
LPL 2019 Spring Playoffs,2019-04-13 10:34:00,JD Gaming,FunPlus Phoenix,1,0
LPL 2019 Spring Playoffs,2019-04-13 11:19:00,FunPlus Phoenix,JD Gaming,1,0
LPL 2019 Spring Playoffs,2019-04-13 12:09:00,FunPlus Phoenix,JD Gaming,2,0
LPL 2019 Spring Playoffs,2019-04-13 13:08:00,FunPlus Phoenix,JD Gaming,2,0
TCL 2019 Winter Playoffs,2019-04-13 10:34:00,SuperMassive Esports,1907 Fenerbahçe Esports,2,0
TCL 2019 Winter Playoffs,2019-04-13 12:01:00,1907 Fenerbahçe Esports,SuperMassive Esports,1,0
TCL 2019 Winter Playoffs,2019-04-13 13:09:00,SuperMassive Esports,1907 Fenerbahçe Esports,2,0
VCS 2019 Spring Playoffs,2019-04-13 08:55:00,Phong Vũ Buffalo,EVOS Esports,2,0
VCS 2019 Spring Playoffs,2019-04-13 10:00:00,Phong Vũ Buffalo,EVOS Esports,1,0
VCS 2019 Spring Playoffs,2019-04-13 11:09:00,Phong Vũ Buffalo,EVOS Esports,1,0
VCS 2019 Spring Playoffs,2019-04-13 12:30:00,EVOS Esports,Phong Vũ Buffalo,2,0
LDL 2019 Spring,2019-04-12 03:00:00,Joy Dream,FunPlus Phoenix Blaze,2,0
LDL 2019 Spring,2019-04-12 03:00:00,Suning-S,Oh My Dream,1,0
LDL 2019 Spring,2019-04-12 04:00:00,FunPlus Phoenix Blaze,Joy Dream,1,0
LDL 2019 Spring,2019-04-12 04:00:00,Oh My Dream,Suning-S,1,0
LDL 2019 Spring,2019-04-12 05:00:00,Shu Dai Xiong Gaming,SinoDragon Prince,1,0
LDL 2019 Spring,2019-04-12 05:00:00,Suning-S,Oh My Dream,2,0
LDL 2019 Spring,2019-04-12 06:00:00,Shu Dai Xiong Gaming,SinoDragon Prince,1,0
LDL 2019 Spring,2019-04-12 06:00:00,SinoDragon Prince,Shu Dai Xiong Gaming,1,0
LDL 2019 Spring,2019-04-12 07:00:00,Scorpio Game,Rogue Warriors Shark,2,0
LDL 2019 Spring,2019-04-12 07:00:00,Victorious Gaming,Suning-S,2,0
LDL 2019 Spring,2019-04-12 08:00:00,Rogue Warriors Shark,Scorpio Game,1,0
LDL 2019 Spring,2019-04-12 08:00:00,Suning-S,Victorious Gaming,1,0
LDL 2019 Spring,2019-04-12 09:00:00,Snake WuDu,Gama Dream,2,0
LDL 2019 Spring,2019-04-12 09:00:00,Young Miracles,Team WE Academy,2,0
LDL 2019 Spring,2019-04-12 10:00:00,Snake WuDu,Gama Dream,1,0
LDL 2019 Spring,2019-04-12 10:00:00,Team WE Academy,Young Miracles,2,0
LDL 2019 Spring,2019-04-12 11:00:00,Snake WuDu,Gama Dream,1,0
LDL 2019 Spring,2019-04-12 11:00:00,Young Miracles,Team WE Academy,1,0
LMS 2019 Spring Playoffs,2019-04-12 08:24:00,J Team,ahq eSports Club,2,0
LMS 2019 Spring Playoffs,2019-04-12 09:59:00,ahq eSports Club,J Team,2,0
LMS 2019 Spring Playoffs,2019-04-12 10:57:00,ahq eSports Club,J Team,1,0
LMS 2019 Spring Playoffs,2019-04-12 11:58:00,ahq eSports Club,J Team,1,0
CK 2019 Spring Playoffs,2019-04-11 07:51:00,VSG (Korean Team),APK Prince,2,0
CK 2019 Spring Playoffs,2019-04-11 09:01:00,VSG (Korean Team),APK Prince,2,0
CK 2019 Spring Playoffs,2019-04-11 09:58:00,APK Prince,VSG (Korean Team),2,0
CK 2019 Spring Playoffs,2019-04-11 10:57:00,APK Prince,VSG (Korean Team),2,0
CK 2019 Spring Playoffs,2019-04-11 11:53:00,VSG (Korean Team),APK Prince,1,0
EM 2019 Spring Play-In,2019-04-11 15:31:00,Diabolus Esports,Misfits Premier,2,0
EM 2019 Spring Play-In,2019-04-11 16:35:00,Misfits Premier,Diabolus Esports,1,0
EM 2019 Spring Play-In,2019-04-11 17:19:00,MAD Lions E.C.,devils.one,1,0
EM 2019 Spring Play-In,2019-04-11 18:47:00,MAD Lions E.C.,devils.one,1,0
LDL 2019 Spring,2019-04-11 03:00:00,Team WE Academy,VP Game,2,0
LDL 2019 Spring,2019-04-11 04:00:00,VP Game,Team WE Academy,1,0
LDL 2019 Spring,2019-04-11 05:00:00,Bilibili Gaming Junior,LinGan e-Sports,2,0
LDL 2019 Spring,2019-04-11 06:00:00,LinGan e-Sports,Bilibili Gaming Junior,1,0
LDL 2019 Spring,2019-04-11 07:00:00,Legend Esport Gaming,EDward Gaming Youth Team,1,0
LDL 2019 Spring,2019-04-11 07:00:00,V5 87,Oh My Dream,2,0
LDL 2019 Spring,2019-04-11 08:00:00,EDward Gaming Youth Team,Legend Esport Gaming,1,0
LDL 2019 Spring,2019-04-11 08:00:00,Oh My Dream,V5 87,1,0
LDL 2019 Spring,2019-04-11 09:00:00,Legend Esport Gaming,EDward Gaming Youth Team,1,0
LDL 2019 Spring,2019-04-11 09:00:00,Triumphant Song Gaming,Royal Club,1,0
LDL 2019 Spring,2019-04-11 09:00:00,Unlimited Potential,King of Future,2,0
LDL 2019 Spring,2019-04-11 10:00:00,King of Future,Unlimited Potential,2,0
LDL 2019 Spring,2019-04-11 10:00:00,Royal Club,Triumphant Song Gaming,1,0
LDL 2019 Spring,2019-04-11 11:00:00,King of Future,Unlimited Potential,1,0
LDL 2019 Spring,2019-04-11 11:00:00,Triumphant Song Gaming,Royal Club,2,0
EM 2019 Spring Play-In,2019-04-10 15:07:00,Diabolus Esports,devils.one,2,0
EM 2019 Spring Play-In,2019-04-10 15:11:00,SK Gaming Prime,Crvena zvezda Esports,2,0
EM 2019 Spring Play-In,2019-04-10 16:40:00,Misfits Premier,NYYRIKKI White,1,0
EM 2019 Spring Play-In,2019-04-10 17:17:00,Crvena zvezda Esports,MAD Lions E.C.,2,0
EM 2019 Spring Play-In,2019-04-10 18:27:00,devils.one,SK Gaming Prime,2,0
EM 2019 Spring Play-In,2019-04-10 19:29:00,Diabolus Esports,Misfits Premier,2,0
EM 2019 Spring Play-In,2019-04-10 20:33:00,NYYRIKKI White,MAD Lions E.C.,2,0
LDL 2019 Spring,2019-04-10 03:00:00,Royal Club,Rogue Warriors Shark,2,0
LDL 2019 Spring,2019-04-10 04:00:00,Rogue Warriors Shark,Royal Club,1,0
LDL 2019 Spring,2019-04-10 05:00:00,Shu Dai Xiong Gaming,FunPlus Phoenix Blaze,1,0
LDL 2019 Spring,2019-04-10 06:00:00,FunPlus Phoenix Blaze,Shu Dai Xiong Gaming,1,0
LDL 2019 Spring,2019-04-10 07:00:00,Scorpio Game,VP Game,2,0
LDL 2019 Spring,2019-04-10 07:00:00,Shu Dai Xiong Gaming,FunPlus Phoenix Blaze,2,0
LDL 2019 Spring,2019-04-10 07:00:00,Vici Gaming Potential,Young Miracles,2,0
LDL 2019 Spring,2019-04-10 08:00:00,VP Game,Scorpio Game,2,0
LDL 2019 Spring,2019-04-10 08:00:00,Young Miracles,Vici Gaming Potential,1,0
LDL 2019 Spring,2019-04-10 09:00:00,Joy Dream,Gama Dream,1,0
LDL 2019 Spring,2019-04-10 09:00:00,Scorpio Game,VP Game,2,0
LDL 2019 Spring,2019-04-10 09:00:00,Victorious Gaming,Invictus Gaming Young,1,0
LDL 2019 Spring,2019-04-10 10:00:00,Invictus Gaming Young,Victorious Gaming,2,0
LDL 2019 Spring,2019-04-10 10:00:00,Joy Dream,Gama Dream,1,0
EM 2019 Spring Play-In,2019-04-09 15:15:00,devils.one,Misfits Premier,1,0
EM 2019 Spring Play-In,2019-04-09 15:15:00,SK Gaming Prime,NYYRIKKI White,1,0
EM 2019 Spring Play-In,2019-04-09 16:20:00,Diabolus Esports,Crvena zvezda Esports,1,0
EM 2019 Spring Play-In,2019-04-09 17:20:00,devils.one,MAD Lions E.C.,2,0
EM 2019 Spring Play-In,2019-04-09 18:25:00,Misfits Premier,SK Gaming Prime,2,0
EM 2019 Spring Play-In,2019-04-09 19:19:00,NYYRIKKI White,Diabolus Esports,2,0
EM 2019 Spring Play-In,2019-04-09 20:27:00,devils.one,Crvena zvezda Esports,1,0
LHE 2019 Opening Playoffs,2019-04-09 00:51:00,Azules Esports,Valorous,2,0
CK 2019 Spring Playoffs,2019-04-08 07:40:00,Brion Blade,VSG (Korean Team),2,0
CK 2019 Spring Playoffs,2019-04-08 08:46:00,VSG (Korean Team),Brion Blade,2,0
CK 2019 Spring Playoffs,2019-04-08 09:47:00,Brion Blade,VSG (Korean Team),2,0
CK 2019 Spring Playoffs,2019-04-08 10:45:00,VSG (Korean Team),Brion Blade,2,0
CK 2019 Spring Playoffs,2019-04-08 11:54:00,Brion Blade,VSG (Korean Team),2,0
EM 2019 Spring Play-In,2019-04-08 15:31:00,Diabolus Esports,MAD Lions E.C.,1,0
EM 2019 Spring Play-In,2019-04-08 15:36:00,Crvena zvezda Esports,Misfits Premier,2,0
EM 2019 Spring Play-In,2019-04-08 16:25:00,devils.one,NYYRIKKI White,1,0
EM 2019 Spring Play-In,2019-04-08 17:39:00,Misfits Premier,MAD Lions E.C.,1,0
EM 2019 Spring Play-In,2019-04-08 18:25:00,Diabolus Esports,SK Gaming Prime,2,0
EM 2019 Spring Play-In,2019-04-08 19:45:00,NYYRIKKI White,Crvena zvezda Esports,2,0
EM 2019 Spring Play-In,2019-04-08 19:50:00,MAD Lions E.C.,SK Gaming Prime,2,0
LDL 2019 Spring,2019-04-08 03:00:00,EDward Gaming Youth Team,Oh My Dream,2,0
LDL 2019 Spring,2019-04-08 04:00:00,Oh My Dream,EDward Gaming Youth Team,1,0
LDL 2019 Spring,2019-04-08 05:00:00,V5 87,SinoDragon Prince,1,0
LDL 2019 Spring,2019-04-08 06:00:00,SinoDragon Prince,V5 87,1,0
LDL 2019 Spring,2019-04-08 07:00:00,Rogue Warriors Shark,Triumphant Song Gaming,2,0
LDL 2019 Spring,2019-04-08 07:00:00,Team WE Academy,Legend Esport Gaming,1,0
LDL 2019 Spring,2019-04-08 07:00:00,V5 87,SinoDragon Prince,2,0
LDL 2019 Spring,2019-04-08 08:00:00,Legend Esport Gaming,Team WE Academy,2,0
LDL 2019 Spring,2019-04-08 08:00:00,Rogue Warriors Shark,Triumphant Song Gaming,1,0
LDL 2019 Spring,2019-04-08 09:00:00,LinGan e-Sports,Suning-S,1,0
LDL 2019 Spring,2019-04-08 09:00:00,Rogue Warriors Shark,Triumphant Song Gaming,1,0
LDL 2019 Spring,2019-04-08 09:00:00,Snake WuDu,Unlimited Potential,2,0
LDL 2019 Spring,2019-04-08 10:00:00,Snake WuDu,Unlimited Potential,1,0
LDL 2019 Spring,2019-04-08 10:00:00,Suning-S,LinGan e-Sports,1,0
LDL 2019 Spring,2019-04-08 11:00:00,LinGan e-Sports,Suning-S,2,0
LDL 2019 Spring,2019-04-08 11:00:00,Snake WuDu,Unlimited Potential,2,0
CBLOL 2019 Split 1 Playoffs,2019-04-07 15:40:00,INTZ,Redemption eSports Porto Alegre,1,0
CBLOL 2019 Split 1 Playoffs,2019-04-07 17:07:00,INTZ,Redemption eSports Porto Alegre,1,0
CBLOL 2019 Split 1 Playoffs,2019-04-07 17:59:00,INTZ,Redemption eSports Porto Alegre,2,0
CBLOL 2019 Split 1 Playoffs,2019-04-07 18:52:00,INTZ,Redemption eSports Porto Alegre,2,0
CBLOL 2019 Split 1 Playoffs,2019-04-07 19:49:00,Redemption eSports Porto Alegre,INTZ,2,0
Kayzr League 2019 Spring Playoffs,2019-04-07 08:29:00,Defusekids,Sector One,2,0
Kayzr League 2019 Spring Playoffs,2019-04-07 10:08:00,Sector One,Defusekids,2,0
Kayzr League 2019 Spring Playoffs,2019-04-07 10:55:00,Defusekids,Sector One,1,0
LCK 2019 Spring Playoffs,2019-04-07 06:05:00,SK Telecom T1,Kingzone DragonX,1,0
LCK 2019 Spring Playoffs,2019-04-07 09:00:00,Kingzone DragonX,SK Telecom T1,2,0
LCK 2019 Spring Playoffs,2019-04-07 10:06:00,SK Telecom T1,Kingzone DragonX,1,0
LCS 2019 Spring Playoffs,2019-04-07 00:36:00,Cloud9,TSM,2,0
LCS 2019 Spring Playoffs,2019-04-07 18:22:00,Team Liquid,FlyQuest,1,0
LCS 2019 Spring Playoffs,2019-04-07 19:47:00,Team Liquid,FlyQuest,1,0
LCS 2019 Spring Playoffs,2019-04-07 20:33:00,Team Liquid,FlyQuest,1,0
LDL 2019 Spring,2019-04-07 03:00:00,SinoDragon Prince,Snake WuDu,1,0
LDL 2019 Spring,2019-04-07 04:00:00,Snake WuDu,SinoDragon Prince,1,0
LDL 2019 Spring,2019-04-07 05:00:00,SinoDragon Prince,Snake WuDu,1,0
LDL 2019 Spring,2019-04-07 05:00:00,Team WE Academy,Joy Dream,2,0
LDL 2019 Spring,2019-04-07 06:00:00,Joy Dream,Team WE Academy,1,0
LDL 2019 Spring,2019-04-07 07:00:00,Invictus Gaming Young,Bilibili Gaming Junior,2,0
LDL 2019 Spring,2019-04-07 07:00:00,LinGan e-Sports,Victorious Gaming,1,0
LDL 2019 Spring,2019-04-07 08:00:00,Bilibili Gaming Junior,Invictus Gaming Young,1,0
LDL 2019 Spring,2019-04-07 08:00:00,Victorious Gaming,LinGan e-Sports,2,0
LDL 2019 Spring,2019-04-07 09:00:00,Royal Club,VP Game,1,0
LDL 2019 Spring,2019-04-07 09:00:00,Young Miracles,Legend Esport Gaming,1,0
LDL 2019 Spring,2019-04-07 10:00:00,Legend Esport Gaming,Young Miracles,1,0
LDL 2019 Spring,2019-04-07 10:00:00,VP Game,Royal Club,1,0
LDL 2019 Spring,2019-04-07 11:00:00,Royal Club,VP Game,1,0
LDL 2019 Spring,2019-04-07 11:00:00,Young Miracles,Legend Esport Gaming,2,0
LGL 2019 Spring Playoffs,2019-04-07 11:43:00,Future Perfect WLGaming,Greek Regenesis,1,0
LGL 2019 Spring Playoffs,2019-04-07 12:35:00,Future Perfect WLGaming,Greek Regenesis,1,0
LGL 2019 Spring Playoffs,2019-04-07 13:18:00,Greek Regenesis,Future Perfect WLGaming,2,0
LLA 2019 Opening Playoffs,2019-04-07 19:50:00,Isurus,All Knights,1,0
LLA 2019 Opening Playoffs,2019-04-07 20:52:00,Isurus,All Knights,2,0
LLA 2019 Opening Playoffs,2019-04-07 21:40:00,Isurus,All Knights,1,0
LLA 2019 Opening Playoffs,2019-04-07 22:30:00,Isurus,All Knights,2,0
LLA 2019 Opening Playoffs,2019-04-07 23:21:00,Isurus,All Knights,1,0
LPL 2019 Spring Playoffs,2019-04-07 09:25:00,Topsports Gaming,SinoDragon Gaming,1,0
LPL 2019 Spring Playoffs,2019-04-07 10:15:00,SinoDragon Gaming,Topsports Gaming,2,0
LPL 2019 Spring Playoffs,2019-04-07 11:04:00,Topsports Gaming,SinoDragon Gaming,1,0
LTL 2019 Opening Playoffs,2019-04-07 00:38:00,TopHard Esports,Vortex Gaming (Latin American Team),2,0
LTL 2019 Opening Playoffs,2019-04-07 01:31:00,TopHard Esports,Vortex Gaming (Latin American Team),2,0
PG Nationals 2019 Spring Playoffs,2019-04-07 13:12:00,Campus Party Sparks,Samsung Morning Stars,2,0
PG Nationals 2019 Spring Playoffs,2019-04-07 15:11:00,Samsung Morning Stars,Campus Party Sparks,1,0
PG Nationals 2019 Spring Playoffs,2019-04-07 16:03:00,Campus Party Sparks,Samsung Morning Stars,1,0
PG Nationals 2019 Spring Playoffs,2019-04-07 17:02:00,Samsung Morning Stars,Campus Party Sparks,2,0
PG Nationals 2019 Spring Playoffs,2019-04-07 18:07:00,Campus Party Sparks,Samsung Morning Stars,1,0
TCL 2019 Winter Playoffs,2019-04-07 09:26:00,Galatasaray Esports,1907 Fenerbahçe Esports,2,0
TCL 2019 Winter Playoffs,2019-04-07 10:35:00,1907 Fenerbahçe Esports,Galatasaray Esports,1,0
TCL 2019 Winter Playoffs,2019-04-07 11:38:00,Galatasaray Esports,1907 Fenerbahçe Esports,2,0
Ultraliga Season 2 Promotion,2019-04-07 07:03:00,Avia Deceptor,Esports Academy,1,0
Ultraliga Season 2 Promotion,2019-04-07 09:12:00,Avia Deceptor,Esports Academy,1,0
Ultraliga Season 2 Promotion,2019-04-07 10:02:00,Avia Deceptor,Esports Academy,1,0
Ultraliga Season 2 Promotion,2019-04-07 10:50:00,Indictive Esports,Delta Five,1,0
Ultraliga Season 2 Promotion,2019-04-07 12:13:00,Delta Five,Indictive Esports,1,0
Ultraliga Season 2 Promotion,2019-04-07 13:13:00,Indictive Esports,Delta Five,1,0
Ultraliga Season 2 Promotion,2019-04-07 14:09:00,Delta Five,Indictive Esports,2,0
BPL Season 2 Playoffs,2019-04-06 09:59:00,Brussels Guardians,Legion Gaming (European Team),2,0
BPL Season 2 Playoffs,2019-04-06 11:02:00,Brussels Guardians,Legion Gaming (European Team),1,0
BPL Season 2 Playoffs,2019-04-06 11:42:00,Legion Gaming (European Team),Brussels Guardians,2,0
BPL Season 2 Playoffs,2019-04-06 12:30:00,Brussels Guardians,Legion Gaming (European Team),1,0
CBLOL 2019 Split 1 Playoffs,2019-04-06 15:45:00,Flamengo Esports,CNB e-Sports Club,1,0
CBLOL 2019 Split 1 Playoffs,2019-04-06 16:58:00,CNB e-Sports Club,Flamengo Esports,2,0
CBLOL 2019 Split 1 Playoffs,2019-04-06 17:49:00,Flamengo Esports,CNB e-Sports Club,1,0
LCS 2019 Spring Playoffs,2019-04-06 20:24:00,TSM,Cloud9,2,0
LCS 2019 Spring Playoffs,2019-04-06 21:37:00,Cloud9,TSM,1,0
LCS 2019 Spring Playoffs,2019-04-06 22:31:00,TSM,Cloud9,1,0
LCS 2019 Spring Playoffs,2019-04-06 23:37:00,Cloud9,TSM,2,0
LDL 2019 Spring,2019-04-06 03:00:00,FunPlus Phoenix Blaze,Royal Club,1,0
LDL 2019 Spring,2019-04-06 04:00:00,Royal Club,FunPlus Phoenix Blaze,2,0
LDL 2019 Spring,2019-04-06 05:00:00,Oh My Dream,King of Future,2,0
LDL 2019 Spring,2019-04-06 06:00:00,King of Future,Oh My Dream,2,0
LDL 2019 Spring,2019-04-06 07:00:00,EDward Gaming Youth Team,Suning-S,1,0
LDL 2019 Spring,2019-04-06 07:00:00,Oh My Dream,King of Future,1,0
LDL 2019 Spring,2019-04-06 07:00:00,V5 87,Shu Dai Xiong Gaming,1,0
